"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"true","false","[]","[]","[]","preload","0","4485","0.0-0.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","","","",""
"true","","","","","fullscreen","1","647019","0.0-1.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","","","",""
"","","","","","html-button-response","2","665342","0.0-2.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","18317","<p style=""font-size:20px;font-weight:bold;"">实验知情同意书</p><p style=""text-align:left;""><strong>实验名称：</strong>社会冲突研究</p><p style=""text-align:left;""><strong>主要研究者：</strong>韩晓春副教授（北京师范大学心理学部）</p><p style=""text-align:left;""><strong>联系方式：</strong>发送邮件至xiaochun.han@bnu.edu.cn</p><p style=""text-align:left;""><strong>研究目的：</strong>研究旨在了解人类面对群体冲突时的决策方式，以及相关的心理学特质。实验调查大约需要20分钟。</p><p style=""text-align:left;""><strong>实验流程：</strong>实验包含两部分。第一部分呈现一系列群体冲突场景，请你决定如何对这些冲突进行反应，大约需要10分钟完成。第二部分包含一系列人口统计学信息收集和心理学问卷，大约需要10分钟完成。</p><p style=""text-align:left;""><strong>参加及退出规则：</strong>参加本实验完全取决于您的个人意愿。在参与过程中，您可以随时退出，并且不用承担任何后果。</p><p style=""text-align:left;""><strong>隐私：</strong>本实验完全匿名进行，不会收集您的姓名或其他能够识别您身份的信息。实验中收集的作答仅用作科学研究使用，可能会在学术期刊/书籍上发表，或者用于教学，您的数据未来可能会和其他研究者或实验室分享，但您的个人身份不会被识别。</p><p style=""text-align:left;""><strong>实验报酬：</strong>实验完成后，您将获得15元人民币报酬，以感谢您的时间和努力。调查问卷中包含几道题目用以测验您作答时的认真度。只有完成全部实验，并且正确回答认真度测验的被试才能获得实验报酬。实验报酬将通过支付宝转账发放。</p><p style=""text-align:left;font-size:20px;""><strong>如果您同意以上实验知情同意书的内容，请点击'同意并且开始实验'按钮；否则请关闭浏览器界面，退出实验。</strong></p>","0",""
"","","","","","html-button-response","3","675060","0.0-3.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","9714","<p ><strong>实验任务一：</strong></p><p>请想象你的国家与另一个国家发生了军事冲突。</p><p>你是国家军队的指挥官，你将如何在冲突中进行决策。</p><p>具体来说，作为军队指挥官，请你决定是否发射导弹进行打击。</p><p>接下来，你会面对一系列场景，请仔细阅读每个场景，然后进行决策。</p><p>这部分实验任务大约需要10分钟。</p><p><strong>实验过程中，请集中注意力。</strong></p>","0",""
"","","","","","survey-text","134","1056777","0.0-7.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","102067","","{""Age"":""20"",""Nation"":""中国"",""Born"":""北京"",""Live"":""北京"",""Ethnic"":""汉族"",""Alipay"":""15011028728""}",""
"","","","","","survey-multi-choice","135","1073895","0.0-8.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","17112","","{""Gender"":""女"",""Education"":""本科毕业"",""Income"":""￥270,000-￥489,999"",""Children"":""0"",""Race"":""亚洲人""}","[0,1,2,3,4]"
"","","","","","survey-multi-select","136","1084698","0.0-9.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","10793","","{""Marriage"":[""未婚""],""Religion"":[""无宗教信仰""]}","[0,1]"
"","","","","","survey-multi-choice","137","1101604","0.0-10.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","16897","","{""SES"":""3""}","[0]"
"","","","","","html-button-response","138","1107580","0.0-11.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","5969","<p><strong>请判断下列陈述在多大程度上可以形容你？</p><p> (1 = ""和我一点都不像"" to 5 = ""非常像我"".)</strong></p>","0",""
"","","","","","survey-likert","139","1144600","0.0-12.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","37013","","{""Aggression1"":1,""Aggression2"":0,""Aggression3"":4,""Aggression4"":2,""Aggression5"":1,""Aggression6"":0,""Aggression7"":1,""Aggression8"":0,""Aggression9"":2}","[0,1,2,3,4,5,6,7,8]"
"","","","","","html-button-response","140","1147757","0.0-13.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","3149","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","141","1456342","0.0-14.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","308574","","{""scale21"":2,""scale3"":4,""scale26"":0,""scale12"":0,""scale15"":1,""scale23"":0,""scale11"":3,""scale19"":4,""scale22"":2,""scale1"":0,""scale28"":0,""scale13"":1,""scale16"":0,""scale5"":2,""scale6"":3,""scale4"":2,""scale9"":2,""scale7"":3,""scale27"":0,""scale10"":1,""scale25"":1,""scale18"":3,""scale17"":0,""scale14"":4,""scale20"":1,""scale2"":0,""scale24"":0,""scale8"":1}","[20,2,25,11,14,22,10,18,21,0,27,12,15,4,5,3,8,6,26,9,24,17,16,13,19,1,23,7]"
"","","","","","html-button-response","142","1458126","0.0-15.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","1778","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","143","1694846","0.0-16.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","236711","","{""sdo8"":4,""sdo16"":5,""sdo4"":5,""sdo7"":3,""sdo2"":0,""sdo3"":6,""sdo10"":6,""sdo11"":3,""sdo14"":3,""sdo6"":3,""sdo9"":3,""sdo1"":0,""sdo13"":6,""sdo12"":6,""sdo15"":6,""sdo5"":2}","[7,15,3,6,1,2,9,10,13,5,8,0,12,11,14,4]"
"","","","","","html-button-response","144","1696586","0.0-17.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","1732","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","145","1824298","0.0-18.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","127704","","{""caring1"":0,""liking1"":4,""caring2"":0,""protection1"":1,""liking2"":4,""caring3"":0,""protection2"":0,""liking3"":4,""protection3"":0,""caring4"":0,""liking4"":4,""protection4"":0,""caring5"":0,""liking5"":4,""protection5"":0}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]"
"","","","","","html-button-response","146","1826007","0.0-19.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","1701","<p><strong>请判断下列场景中你的内心感受有多柔软。</strong></p>","0",""
"","","","","","survey-likert","147","1892024","0.0-20.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","66008","","{""tenderness-positive1"":3,""tenderness-negative1"":0,""tenderness-negative2"":0,""tenderness-positive2"":2,""tenderness-positive3"":3,""tenderness-negative3"":0,""tenderness-positive4"":3,""tenderness-negative4"":1,""tenderness-negative5"":2,""tenderness-positive5"":4}","[0,1,2,3,4,5,6,7,8,9]"
"","","","","","survey-multi-choice","148","1907108","0.0-21.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","15077","","{""Attention2"":""每年""}","[0]"
"","","","","","html-button-response","149","1909025","0.0-22.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","1910","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","150","2084433","0.0-23.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","175399","","{""Patri11"":1,""Nation4"":0,""Patri4"":3,""Nation1"":0,""Nation3"":4,""Patri3"":3,""Patri5"":3,""Nation5"":0,""Nation8"":1,""Patri7"":3,""Patri2"":3,""Nation6"":2,""Nation2"":2,""Patri1"":4,""Patri9"":3,""Nation7"":3,""Patri10"":1,""Patri8"":2,""Patri6"":2,""Patri12"":2}","[10,15,3,12,14,2,4,16,19,6,1,17,13,0,8,18,9,7,5,11]"
"","","","","","html-button-response","151","2085880","0.0-24.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","1441","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","152","2169081","0.0-25.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","83191","","{""hi3"":8,""Robot"":6,""vi4"":5,""hc1"":3,""hi2"":8,""hc3"":6,""hc4"":6,""vi2"":6,""vc4"":3,""hc2"":5,""hi4"":8,""vc1"":3,""vi1"":6,""vc2"":2,""hi1"":8,""vi3"":8,""vc3"":0}","[2,7,8,9,1,11,12,5,16,10,3,13,4,14,0,6,15]"
"","","","","","survey-text","153","2173756","0.0-26.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","4667","","{""Comments"":""""}",""
"","","","","","html-button-response","154","2174906","0.0-27.0","207","1","2022-11-14 05:45:30","49aca292d257f58668169b9fbab864ae","124.64.18.37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","Macintosh","Safari","15.4","OS X","10_15_7","1146","<strong><p>恭喜你完成了实验！</p><p>感谢您的参与。</p></strong>","0",""
