"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"true","false","[]","[]","[]","preload","0","60","0.0-0.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","","","",""
"true","","","","","fullscreen","1","2534","0.0-1.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","","","",""
"","","","","","html-button-response","2","7749","0.0-2.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","5214","<p style=""font-size:20px;font-weight:bold;"">实验知情同意书</p><p style=""text-align:left;""><strong>实验名称：</strong>社会冲突研究</p><p style=""text-align:left;""><strong>主要研究者：</strong>韩晓春副教授（北京师范大学心理学部）</p><p style=""text-align:left;""><strong>联系方式：</strong>发送邮件至xiaochun.han@bnu.edu.cn</p><p style=""text-align:left;""><strong>研究目的：</strong>研究旨在了解人类面对群体冲突时的决策方式，以及相关的心理学特质。实验调查大约需要20分钟。</p><p style=""text-align:left;""><strong>实验流程：</strong>实验包含两部分。第一部分呈现一系列群体冲突场景，请你决定如何对这些冲突进行反应，大约需要10分钟完成。第二部分包含一系列人口统计学信息收集和心理学问卷，大约需要10分钟完成。</p><p style=""text-align:left;""><strong>参加及退出规则：</strong>参加本实验完全取决于您的个人意愿。在参与过程中，您可以随时退出，并且不用承担任何后果。</p><p style=""text-align:left;""><strong>隐私：</strong>本实验完全匿名进行，不会收集您的姓名或其他能够识别您身份的信息。实验中收集的作答仅用作科学研究使用，可能会在学术期刊/书籍上发表，或者用于教学，您的数据未来可能会和其他研究者或实验室分享，但您的个人身份不会被识别。</p><p style=""text-align:left;""><strong>实验报酬：</strong>实验完成后，您将获得15元人民币报酬，以感谢您的时间和努力。调查问卷中包含几道题目用以测验您作答时的认真度。只有完成全部实验，并且正确回答认真度测验的被试才能获得实验报酬。实验报酬将通过支付宝转账发放。</p><p style=""text-align:left;font-size:20px;""><strong>如果您同意以上实验知情同意书的内容，请点击'同意并且开始实验'按钮；否则请关闭浏览器界面，退出实验。</strong></p>","0",""
"","","","","","html-button-response","3","8709","0.0-3.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","958","<p ><strong>实验任务一：</strong></p><p>请想象你的国家与另一个国家发生了军事冲突。</p><p>你是国家军队的指挥官，你将如何在冲突中进行决策。</p><p>具体来说，作为军队指挥官，请你决定是否发射导弹进行打击。</p><p>接下来，你会面对一系列场景，请仔细阅读每个场景，然后进行决策。</p><p>这部分实验任务大约需要10分钟。</p><p><strong>实验过程中，请集中注意力。</strong></p>","0",""
"","","","","","survey-multi-choice","135","309404","0.0-8.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","10930","","{""Gender"":""男"",""Education"":""硕士研究生毕业"",""Income"":""￥490,000-￥699,999"",""Children"":""2"",""Race"":""亚洲人""}","[0,1,2,3,4]"
"","","","","","survey-multi-select","136","312673","0.0-9.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","3263","","{""Marriage"":[""已婚""],""Religion"":[""无宗教信仰""]}","[0,1]"
"","","","","","survey-multi-choice","137","317221","0.0-10.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","4544","","{""SES"":""8""}","[0]"
"","","","","","html-button-response","138","327227","0.0-11.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","10002","<p><strong>请判断下列陈述在多大程度上可以形容你？</p><p> (1 = ""和我一点都不像"" to 5 = ""非常像我"".)</strong></p>","0",""
"","","","","","survey-likert","139","357110","0.0-12.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","29879","","{""Aggression1"":0,""Aggression2"":3,""Aggression3"":4,""Aggression4"":2,""Aggression5"":4,""Aggression6"":3,""Aggression7"":4,""Aggression8"":3,""Aggression9"":1}","[0,1,2,3,4,5,6,7,8]"
"","","","","","html-button-response","140","358628","0.0-13.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","1514","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","141","478488","0.0-14.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","119855","","{""scale13"":1,""scale3"":3,""scale10"":4,""scale25"":3,""scale20"":4,""scale28"":3,""scale1"":2,""scale15"":3,""scale9"":3,""scale11"":2,""scale16"":2,""scale23"":2,""scale17"":4,""scale21"":3,""scale7"":2,""scale8"":3,""scale27"":3,""scale2"":4,""scale24"":3,""scale26"":2,""scale12"":2,""scale18"":1,""scale22"":3,""scale6"":4,""scale14"":3,""scale19"":3,""scale4"":2,""scale5"":3}","[12,2,9,24,19,27,0,14,8,10,15,22,16,20,6,7,26,1,23,25,11,17,21,5,13,18,3,4]"
"","","","","","html-button-response","142","479496","0.0-15.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","1004","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","143","536581","0.0-16.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","57081","","{""sdo1"":6,""sdo13"":5,""sdo12"":6,""sdo5"":5,""sdo2"":4,""sdo6"":6,""sdo16"":5,""sdo9"":4,""sdo3"":5,""sdo14"":5,""sdo7"":4,""sdo8"":1,""sdo15"":5,""sdo4"":1,""sdo11"":5,""sdo10"":5}","[0,12,11,4,1,5,15,8,2,13,6,7,14,3,10,9]"
"","","","","","html-button-response","144","537474","0.0-17.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","889","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","145","588710","0.0-18.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","51232","","{""caring1"":3,""liking1"":2,""caring2"":3,""protection1"":1,""liking2"":2,""caring3"":3,""protection2"":4,""liking3"":2,""protection3"":3,""caring4"":4,""liking4"":3,""protection4"":4,""caring5"":3,""liking5"":3,""protection5"":4}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]"
"","","","","","html-button-response","146","589316","0.0-19.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","603","<p><strong>请判断下列场景中你的内心感受有多柔软。</strong></p>","0",""
"","","","","","survey-likert","147","610142","0.0-20.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","20822","","{""tenderness-positive1"":4,""tenderness-negative1"":3,""tenderness-negative2"":0,""tenderness-positive2"":2,""tenderness-positive3"":3,""tenderness-negative3"":2,""tenderness-positive4"":3,""tenderness-negative4"":1,""tenderness-negative5"":1,""tenderness-positive5"":4}","[0,1,2,3,4,5,6,7,8,9]"
"","","","","","survey-multi-choice","148","612719","0.0-21.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","2572","","{""Attention2"":""其他""}","[0]"
"","","","","","html-button-response","149","613450","0.0-22.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","727","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","150","707150","0.0-23.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","93696","","{""Nation5"":3,""Patri8"":4,""Patri11"":0,""Nation6"":3,""Patri12"":1,""Patri4"":3,""Patri9"":4,""Nation2"":3,""Nation1"":3,""Patri7"":4,""Patri2"":3,""Nation7"":3,""Patri5"":4,""Nation4"":1,""Nation3"":3,""Patri3"":4,""Patri10"":0,""Nation8"":1,""Patri1"":4,""Patri6"":1}","[16,7,10,17,11,3,8,13,12,6,1,18,4,15,14,2,9,19,0,5]"
"","","","","","html-button-response","151","708157","0.0-24.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","1003","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","152","792846","0.0-25.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","84686","","{""vc2"":7,""hi2"":6,""vi3"":7,""hc4"":5,""hc1"":5,""vi4"":7,""vc4"":8,""hc2"":2,""vi2"":3,""hi1"":3,""vc3"":6,""hi4"":7,""hi3"":2,""vi1"":7,""Robot"":6,""hc3"":3,""vc1"":8}","[14,1,6,12,9,8,16,10,5,0,15,3,2,4,7,11,13]"
"","","","","","survey-text","153","810366","0.0-26.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","17510","","{""Comments"":""无""}",""
"","","","","","html-button-response","154","811193","0.0-27.0","166","1","2022-11-13 14:36:23","49aca292d257f58668169b9fbab864ae","182.102.179.64","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36","WebKit","Chrome","104.0.0.0","Windows","10.0","824","<strong><p>恭喜你完成了实验！</p><p>感谢您的参与。</p></strong>","0",""
