"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"true","false","[]","[]","[]","preload","0","3123","0.0-0.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","","","",""
"true","","","","","fullscreen","1","5593","0.0-1.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","","","",""
"","","","","","html-button-response","2","21402","0.0-2.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","15780","<p style=""font-size:20px;font-weight:bold;"">实验知情同意书</p><p style=""text-align:left;""><strong>实验名称：</strong>社会冲突研究</p><p style=""text-align:left;""><strong>主要研究者：</strong>韩晓春副教授（北京师范大学心理学部）</p><p style=""text-align:left;""><strong>联系方式：</strong>发送邮件至xiaochun.han@bnu.edu.cn</p><p style=""text-align:left;""><strong>研究目的：</strong>研究旨在了解人类面对群体冲突时的决策方式，以及相关的心理学特质。实验调查大约需要20分钟。</p><p style=""text-align:left;""><strong>实验流程：</strong>实验包含两部分。第一部分呈现一系列群体冲突场景，请你决定如何对这些冲突进行反应，大约需要10分钟完成。第二部分包含一系列人口统计学信息收集和心理学问卷，大约需要10分钟完成。</p><p style=""text-align:left;""><strong>参加及退出规则：</strong>参加本实验完全取决于您的个人意愿。在参与过程中，您可以随时退出，并且不用承担任何后果。</p><p style=""text-align:left;""><strong>隐私：</strong>本实验完全匿名进行，不会收集您的姓名或其他能够识别您身份的信息。实验中收集的作答仅用作科学研究使用，可能会在学术期刊/书籍上发表，或者用于教学，您的数据未来可能会和其他研究者或实验室分享，但您的个人身份不会被识别。</p><p style=""text-align:left;""><strong>实验报酬：</strong>实验完成后，您将获得15元人民币报酬，以感谢您的时间和努力。调查问卷中包含几道题目用以测验您作答时的认真度。只有完成全部实验，并且正确回答认真度测验的被试才能获得实验报酬。实验报酬将通过支付宝转账发放。</p><p style=""text-align:left;font-size:20px;""><strong>如果您同意以上实验知情同意书的内容，请点击'同意并且开始实验'按钮；否则请关闭浏览器界面，退出实验。</strong></p>","0",""
"","","","","","html-button-response","3","22557","0.0-3.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1149","<p ><strong>实验任务一：</strong></p><p>请想象你的国家与另一个国家发生了军事冲突。</p><p>你是国家军队的指挥官，你将如何在冲突中进行决策。</p><p>具体来说，作为军队指挥官，请你决定是否发射导弹进行打击。</p><p>接下来，你会面对一系列场景，请仔细阅读每个场景，然后进行决策。</p><p>这部分实验任务大约需要10分钟。</p><p><strong>实验过程中，请集中注意力。</strong></p>","0",""
"","","","","","html-button-response","133","286076","0.0-6.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","3760","<p style=""font-size:20px;font-weight:bold;"">恭喜！</p><p>你已经完成了实验的第一部分。</p><p>请休息放松一下，然后进入第二部分。</p><p>这部分大约需要10分钟。</p>","0",""
"","","","","","survey-text","134","329138","0.0-7.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","42038","","{""Age"":""20"",""Nation"":""中国"",""Born"":""河南"",""Live"":""河南"",""Ethnic"":""汉族"",""Alipay"":""15803841518""}",""
"","","","","","survey-multi-choice","135","344168","0.0-8.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","15020","","{""Gender"":""女"",""Education"":""本科毕业"",""Income"":""￥0-￥34,999"",""Children"":""0"",""Race"":""亚洲人""}","[0,1,2,3,4]"
"","","","","","survey-multi-select","136","353271","0.0-9.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","9091","","{""Marriage"":[""未婚""],""Religion"":[""无宗教信仰""]}","[0,1]"
"","","","","","survey-multi-choice","137","358900","0.0-10.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","5621","","{""SES"":""5""}","[0]"
"","","","","","html-button-response","138","360553","0.0-11.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1645","<p><strong>请判断下列陈述在多大程度上可以形容你？</p><p> (1 = ""和我一点都不像"" to 5 = ""非常像我"".)</strong></p>","0",""
"","","","","","survey-likert","139","385703","0.0-12.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","25134","","{""Aggression1"":0,""Aggression2"":1,""Aggression3"":0,""Aggression4"":0,""Aggression5"":2,""Aggression6"":1,""Aggression7"":3,""Aggression8"":0,""Aggression9"":3}","[0,1,2,3,4,5,6,7,8]"
"","","","","","html-button-response","140","387000","0.0-13.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1286","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","141","465543","0.0-14.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","78525","","{""scale6"":3,""scale26"":4,""scale17"":2,""scale4"":0,""scale24"":3,""scale21"":4,""scale9"":1,""scale18"":0,""scale10"":4,""scale3"":3,""scale12"":4,""scale11"":3,""scale16"":4,""scale2"":2,""scale15"":0,""scale5"":3,""scale19"":1,""scale7"":3,""scale1"":4,""scale25"":2,""scale14"":0,""scale13"":0,""scale27"":2,""scale22"":4,""scale20"":3,""scale28"":4,""scale23"":1,""scale8"":3}","[5,25,16,3,23,20,8,17,9,2,11,10,15,1,14,4,18,6,0,24,13,12,26,21,19,27,22,7]"
"","","","","","html-button-response","142","466953","0.0-15.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1402","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","143","525034","0.0-16.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","58065","","{""sdo1"":4,""sdo9"":3,""sdo15"":5,""sdo10"":6,""sdo6"":0,""sdo12"":5,""sdo7"":1,""sdo3"":4,""sdo8"":6,""sdo5"":5,""sdo14"":2,""sdo2"":0,""sdo13"":6,""sdo4"":0,""sdo11"":5,""sdo16"":6}","[0,8,14,9,5,11,6,2,7,4,13,1,12,3,10,15]"
"","","","","","html-button-response","144","526068","0.0-17.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1026","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","145","565024","0.0-18.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","38943","","{""caring1"":1,""liking1"":4,""caring2"":3,""protection1"":0,""liking2"":3,""caring3"":2,""protection2"":0,""liking3"":3,""protection3"":1,""caring4"":3,""liking4"":2,""protection4"":1,""caring5"":4,""liking5"":1,""protection5"":2}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]"
"","","","","","html-button-response","146","567023","0.0-19.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1991","<p><strong>请判断下列场景中你的内心感受有多柔软。</strong></p>","0",""
"","","","","","survey-likert","147","597637","0.0-20.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","30601","","{""tenderness-positive1"":3,""tenderness-negative1"":0,""tenderness-negative2"":0,""tenderness-positive2"":3,""tenderness-positive3"":4,""tenderness-negative3"":0,""tenderness-positive4"":4,""tenderness-negative4"":3,""tenderness-negative5"":4,""tenderness-positive5"":1}","[0,1,2,3,4,5,6,7,8,9]"
"","","","","","survey-multi-choice","148","613843","0.0-21.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","16197","","{""Attention2"":""其他""}","[0]"
"","","","","","html-button-response","149","614720","0.0-22.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","866","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","150","678532","0.0-23.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","63799","","{""Patri4"":4,""Patri5"":4,""Patri7"":4,""Patri6"":0,""Nation5"":0,""Patri8"":4,""Patri9"":4,""Nation3"":3,""Patri1"":4,""Nation6"":2,""Patri11"":0,""Nation8"":1,""Patri10"":0,""Nation2"":3,""Nation1"":1,""Nation4"":0,""Patri12"":0,""Nation7"":3,""Patri2"":4,""Patri3"":2}","[3,4,6,5,16,7,8,14,0,17,10,19,9,13,12,15,11,18,1,2]"
"","","","","","html-button-response","151","679321","0.0-24.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","776","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","152","726974","0.0-25.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","47636","","{""hi3"":6,""vc1"":7,""vi4"":8,""Robot"":6,""hi2"":8,""hi1"":6,""vi2"":4,""vi1"":6,""vc3"":3,""hi4"":8,""hc1"":3,""vc4"":4,""hc2"":6,""vc2"":8,""hc3"":4,""hc4"":2,""vi3"":6}","[2,13,8,7,1,0,5,4,15,3,9,16,10,14,11,12,6]"
"","","","","","survey-text","153","730375","0.0-26.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","3389","","{""Comments"":""""}",""
"","","","","","html-button-response","154","732653","0.0-27.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","2266","<strong><p>恭喜你完成了实验！</p><p>感谢您的参与。</p></strong>","0",""
