"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"true","false","[]","[]","[]","preload","0","1495","0.0-0.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","","","",""
"true","","","","","fullscreen","1","9446","0.0-1.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","","","",""
"","","","","","html-button-response","2","59348","0.0-2.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","49899","<p style=""font-size:20px;font-weight:bold;"">实验知情同意书</p><p style=""text-align:left;""><strong>实验名称：</strong>社会冲突研究</p><p style=""text-align:left;""><strong>主要研究者：</strong>韩晓春副教授（北京师范大学心理学部）</p><p style=""text-align:left;""><strong>联系方式：</strong>发送邮件至xiaochun.han@bnu.edu.cn</p><p style=""text-align:left;""><strong>研究目的：</strong>研究旨在了解人类面对群体冲突时的决策方式，以及相关的心理学特质。实验调查大约需要20分钟。</p><p style=""text-align:left;""><strong>实验流程：</strong>实验包含两部分。第一部分呈现一系列群体冲突场景，请你决定如何对这些冲突进行反应，大约需要10分钟完成。第二部分包含一系列人口统计学信息收集和心理学问卷，大约需要10分钟完成。</p><p style=""text-align:left;""><strong>参加及退出规则：</strong>参加本实验完全取决于您的个人意愿。在参与过程中，您可以随时退出，并且不用承担任何后果。</p><p style=""text-align:left;""><strong>隐私：</strong>本实验完全匿名进行，不会收集您的姓名或其他能够识别您身份的信息。实验中收集的作答仅用作科学研究使用，可能会在学术期刊/书籍上发表，或者用于教学，您的数据未来可能会和其他研究者或实验室分享，但您的个人身份不会被识别。</p><p style=""text-align:left;""><strong>实验报酬：</strong>实验完成后，您将获得15元人民币报酬，以感谢您的时间和努力。调查问卷中包含几道题目用以测验您作答时的认真度。只有完成全部实验，并且正确回答认真度测验的被试才能获得实验报酬。实验报酬将通过支付宝转账发放。</p><p style=""text-align:left;font-size:20px;""><strong>如果您同意以上实验知情同意书的内容，请点击'同意并且开始实验'按钮；否则请关闭浏览器界面，退出实验。</strong></p>","0",""
"","","","","","html-button-response","3","75019","0.0-3.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","15669","<p ><strong>实验任务一：</strong></p><p>请想象你的国家与另一个国家发生了军事冲突。</p><p>你是国家军队的指挥官，你将如何在冲突中进行决策。</p><p>具体来说，作为军队指挥官，请你决定是否发射导弹进行打击。</p><p>接下来，你会面对一系列场景，请仔细阅读每个场景，然后进行决策。</p><p>这部分实验任务大约需要10分钟。</p><p><strong>实验过程中，请集中注意力。</strong></p>","0",""
"","","","","","html-button-response","131","353223","0.0-4.0-1.63","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","1475","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>5名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/4.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","survey-multi-choice","132","377805","0.0-5.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","24578","","{""Attention1"":""""}","[0]"
"","","","","","html-button-response","133","380488","0.0-6.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","2680","<p style=""font-size:20px;font-weight:bold;"">恭喜！</p><p>你已经完成了实验的第一部分。</p><p>请休息放松一下，然后进入第二部分。</p><p>这部分大约需要10分钟。</p>","0",""
"","","","","","survey-text","134","424469","0.0-7.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","42959","","{""Age"":""21"",""Nation"":""中国"",""Born"":""福建省南平市"",""Live"":""福建省南平市"",""Ethnic"":""汉族"",""Alipay"":""17807329663""}",""
"","","","","","survey-multi-choice","135","450829","0.0-8.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","26357","","{""Gender"":""男"",""Education"":""高中毕业"",""Income"":""￥35,000-￥69,999"",""Children"":""0"",""Race"":""亚洲人""}","[0,1,2,3,4]"
"","","","","","survey-multi-select","136","470833","0.0-9.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","19995","","{""Marriage"":[""未婚""],""Religion"":[""无神论者"",""无宗教信仰""]}","[0,1]"
"","","","","","survey-multi-choice","137","482575","0.0-10.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","11738","","{""SES"":""5""}","[0]"
"","","","","","html-button-response","138","485142","0.0-11.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","2563","<p><strong>请判断下列陈述在多大程度上可以形容你？</p><p> (1 = ""和我一点都不像"" to 5 = ""非常像我"".)</strong></p>","0",""
"","","","","","survey-likert","139","530372","0.0-12.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","45226","","{""Aggression1"":1,""Aggression2"":2,""Aggression3"":3,""Aggression4"":0,""Aggression5"":2,""Aggression6"":3,""Aggression7"":3,""Aggression8"":0,""Aggression9"":1}","[0,1,2,3,4,5,6,7,8]"
"","","","","","html-button-response","140","532189","0.0-13.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","1812","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","141","627779","0.0-14.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","95586","","{""scale5"":3,""scale24"":1,""scale14"":1,""scale8"":4,""scale23"":3,""scale4"":1,""scale1"":2,""scale13"":1,""scale6"":3,""scale21"":4,""scale3"":2,""scale26"":3,""scale22"":2,""scale19"":3,""scale27"":1,""scale17"":1,""scale28"":3,""scale10"":3,""scale25"":2,""scale9"":3,""scale20"":4,""scale16"":3,""scale7"":1,""scale15"":1,""scale2"":3,""scale18"":1,""scale12"":1,""scale11"":4}","[4,23,13,7,22,3,0,12,5,20,2,25,21,18,26,16,27,9,24,8,19,15,6,14,1,17,11,10]"
"","","","","","html-button-response","142","630814","0.0-15.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","3032","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","143","689466","0.0-16.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","58646","","{""sdo7"":2,""sdo5"":4,""sdo12"":5,""sdo15"":4,""sdo2"":2,""sdo3"":2,""sdo10"":5,""sdo1"":0,""sdo13"":6,""sdo4"":1,""sdo16"":3,""sdo8"":2,""sdo9"":3,""sdo6"":4,""sdo14"":5,""sdo11"":6}","[6,4,11,14,1,2,9,0,12,3,15,7,8,5,13,10]"
"","","","","","html-button-response","144","692211","0.0-17.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","2742","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","145","734360","0.0-18.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","42145","","{""caring1"":4,""liking1"":0,""caring2"":3,""protection1"":3,""liking2"":0,""caring3"":3,""protection2"":1,""liking3"":1,""protection3"":3,""caring4"":4,""liking4"":1,""protection4"":3,""caring5"":2,""liking5"":1,""protection5"":0}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]"
"","","","","","html-button-response","146","736839","0.0-19.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","2475","<p><strong>请判断下列场景中你的内心感受有多柔软。</strong></p>","0",""
"","","","","","survey-likert","147","796621","0.0-20.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","59779","","{""tenderness-positive1"":4,""tenderness-negative1"":3,""tenderness-negative2"":2,""tenderness-positive2"":3,""tenderness-positive3"":4,""tenderness-negative3"":1,""tenderness-positive4"":4,""tendereness-negative4"":2,""tendernness-negative5"":3,""tenderness-positive5"":2}","[0,1,2,3,4,5,6,7,8,9]"
"","","","","","survey-multi-choice","148","812975","0.0-21.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","16350","","{""Attention2"":""其他""}","[0]"
"","","","","","html-button-response","149","814288","0.0-22.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","1309","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","150","884553","0.0-23.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","70261","","{""Nation8"":1,""Patri11"":0,""Nation5"":2,""Patri6"":0,""Nation2"":4,""Nation1"":2,""Patri5"":4,""Patri2"":4,""Nation6"":4,""Patri3"":4,""Patri9"":1,""Patri8"":4,""Patri1"":4,""Nation7"":4,""Patri12"":0,""Patri4"":4,""Patri10"":0,""Nation4"":2,""Nation3"":1,""Patri7"":4}","[19,10,16,5,13,12,4,1,17,2,8,7,0,18,11,3,9,15,14,6]"
"","","","","","html-button-response","151","886931","0.0-24.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","2375","<p><strong>请判断你在多大程度上同意下列陈述。</strong></p>","0",""
"","","","","","survey-likert","152","950743","0.0-25.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","63806","","{""vc4"":7,""vi4"":2,""vi2"":4,""hi3"":6,""vi1"":5,""vc2"":6,""hi2"":8,""hc3"":5,""hc4"":6,""Robot"":6,""hi4"":8,""hc1"":5,""hc2"":5,""hi1"":8,""vi3"":6,""vc1"":7,""vc3"":7}","[16,8,5,2,4,14,1,11,12,7,3,9,10,0,6,13,15]"
"","","","","","survey-text","153","971216","0.0-26.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","20455","","{""Comments"":""挺好的""}",""
"","","","","","html-button-response","154","973206","0.0-27.0","38","1","2022-10-07 11:25:31","ebf9627b049f568eb4bf28942cb89901","111.8.72.58","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","WebKit","Chrome","99.0.4844.51","Windows","10.0","1986","<strong><p>恭喜你完成了实验！</p><p>感谢您的参与。</p></strong>","0",""
