"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"true","false","[]","[]","[]","preload","0","352","0.0-0.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","","","",""
"true","","","","","fullscreen","1","50474","0.0-1.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","","","",""
"","","","","","html-button-response","2","51251","0.0-2.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","755","<p ><strong>Welcome to the experiment!</strong></p><p ><strong>In the first task, please imagine:</strong></p><p>Your country is involved in a military conflict with another country.</p><p>You are the commander of your army and must make decisions in the conflict.</p><p>Specifically, as the military commander, you must decide whether to launch a missile to strike enemy.</p><p>You will face a series of scenarios. Please read each scenario carefully and make a decision.</p><p>The task will take around 10 minutes to complete.</p><p><strong>Please pay your attention during the experiment.</strong></p>","0",""
"","","","","","survey-likert","142","458677","0.0-15.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","41552","","{""sdo9"":6,""sdo11"":6,""sdo15"":6,""sdo14"":6,""sdo1"":0,""sdo13"":6,""sdo16"":6,""sdo6"":0,""sdo3"":0,""sdo2"":0,""sdo8"":0,""sdo12"":6,""sdo7"":0,""sdo5"":0,""sdo4"":0,""sdo10"":6}","[8,10,14,13,0,12,15,5,2,1,7,11,6,4,3,9]"
"","","","","","html-button-response","143","459784","0.0-16.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","1101","<p><strong>Please indicate the extent you agree with the following statements.</strong></p><strong><p> (1 = ""Strongly Disagree"" to 5 = ""Srongly Agree"") </strong></p>","0",""
"","","","","","survey-likert","144","514888","0.0-17.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","55091","","{""caring1"":3,""liking1"":0,""caring2"":3,""protection1"":4,""liking2"":0,""caring3"":3,""protection2"":4,""liking3"":0,""protection3"":4,""caring4"":3,""liking4"":1,""protection4"":4,""caring5"":3,""liking5"":0,""protection5"":4}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]"
"","","","","","html-button-response","145","522766","0.0-18.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","7872","<p><strong>Please imagine spercific situations involving children below, and rate the amount of tenderness you would feel in each situation. </strong></p><p><strong> (Ternderness is ""a warm, gentle feeling of sympathetic affection."") </strong></p><strong><p> (1 = ""No tenderness at all"" to 5 = ""A lot of tenderness"") </strong></p>","0",""
"","","","","","survey-likert","146","550119","0.0-19.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","27345","","{""tenderness-positive1"":4,""tenderness-negative1"":4,""tenderness-negative2"":3,""tenderness-positive2"":4,""tenderness-positive3"":4,""tenderness-negative3"":0,""tenderness-positive4"":4,""tendereness-negative4"":3,""tendernness-negative5"":4,""tenderness-positive5"":4}","[0,1,2,3,4,5,6,7,8,9]"
"","","","","","survey-multi-choice","147","560024","0.0-20.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","9899","","{""Attention2"":""Other""}","[0]"
"","","","","","html-button-response","148","562016","0.0-21.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","1986","<p><strong>Please indicate the extent you agree with the following statements.</strong></p>","0",""
"","","","","","survey-likert","149","758685","0.0-22.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","196659","","{""Patri7"":4,""Patri5"":4,""Patri10"":0,""Patri4"":4,""Patri6"":0,""Nation8"":0,""Nation2"":4,""Nation1"":3,""Patri12"":1,""Patri2"":4,""Patri11"":0,""Patri3"":4,""Nation7"":4,""Patri8"":3,""Nation3"":4,""Patri9"":0,""Nation5"":4,""Patri1"":4,""Nation4"":0,""Nation6"":3}","[6,4,9,3,5,19,13,12,11,1,10,2,18,7,14,8,16,0,15,17]"
"","","","","","html-button-response","150","759524","0.0-23.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","826","<p><strong>Please indicate the extent you agree with the following statements. </p><p>(1 = ""never or definitely no"" and 9 = ""always or definitely yes"".)</strong></p>","0",""
"","","","","","survey-likert","151","847435","0.0-24.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","87896","","{""vc4"":8,""hc4"":8,""vc1"":8,""vc3"":8,""vi1"":8,""hi4"":3,""Robot2"":6,""hc1"":8,""hi3"":2,""vc2"":7,""hi2"":2,""hi1"":8,""vi2"":3,""hc2"":7,""hc3"":5,""vi4"":3,""vi3"":2}","[16,12,13,15,4,3,7,9,2,14,1,0,5,10,11,8,6]"
"","","","","","survey-text","152","854089","0.0-25.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","6631","","{""ID"":""A235DXY5FJN0IW"",""Comments"":""""}",""
"","","","","","html-button-response","153","864600","0.0-26.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","10498","<p><strong>Congratulations! </strong> Your have finished all the survey. Thank you for your participation!</p><p><strong>Here is your complete token:</strong></p>d1pqstm8rn5hxc57gcfkc8gkf<p></p><p><strong>Please copy it to the mTurk page.</strong></p>","0",""
